Feature,Importance,Std
hpi_lag_1,3.140520837894653,0.05059681044178453
hpi_lag_4,0.05506929438879471,0.0008142427922032077
hpi_lag_2,0.016028542709791427,0.0002850711949155599
qoq_growth,0.004823549057446563,8.846566607792098e-05
yoy_growth,0.0002558247174829553,3.013707019605822e-05
volatility_4q,6.523013894699226e-07,7.123785991381518e-08
metro_to_state_ratio,-1.1911018092281011e-06,1.1426463148967116e-06
