Feature,Coefficient,AbsCoefficient
hpi_lag_1,68.60025517253962,68.60025517253962
hpi_lag_4,-9.386239537583606,9.386239537583606
qoq_growth,5.384824571901845,5.384824571901845
hpi_lag_2,-4.892054722440662,4.892054722440662
yoy_growth,-2.9603491096677317,2.9603491096677317
metro_to_state_ratio,-0.04592603362107184,0.04592603362107184
volatility_4q,-0.005444579259801685,0.005444579259801685
